Student_ID,10th_Percentage,12th_Percentage,Undergraduate_GPA,Number_of_Backlogs,Certifications_Completed,Internship_Experience_Months,Technical_Skills_Count,Projects_Completed,Soft_Skills_Rating,Aptitude_Test_Score,Mock_Interview_Score,Hackathon_Participation,Volunteering_Experience,Extracurricular_Rating,Age,Gender,Location,Placement_Training_Participation,Interview_Call_Rates,Preferred_Role,Previous_Internship_Offers,Desired_Salary_Range,Placement_Offer,Postgraduate_Studies,Specialization_Field,Semester_Trend,Coding_Competitions_Participation,Tech_Stack_Expertise,GitHub_Activity,Leadership_Skills_Rating,Emotional_Intelligence_Score,Time_Management_Skills,Resume_Quality_Score,Alumni_Network_Engagement,Languages_Known,Disability_Status,Fathers_Occupation
STU14018,58.87,90.63,6.59,7,3,13,3,2,3.45,28.75,77.78,4,5,2.88,23,Other,Urban,0,9,Tester,4,12.51,0,No,MECH,Declining,0,9,95.05,3.09,2.98,2.25,3.43,22.06,4,Hearing,Businessman
STU14019,75.7,80.95,9.34,10,3,1,1,4,1.92,79.26,25.13,2,3,3.95,18,Female,Urban,1,2,Data Scientist,1,4.6,0,No,CSE,Improving,3,10,19.58,4.34,4.76,1.75,3.57,32.62,5,None,Mechanic
STU14020,96.9,67.91,5.27,6,9,22,8,2,2.62,71.42,63.1,4,2,3.11,21,Female,Urban,0,10,Analyst,4,12.64,0,No,IT,Improving,1,5,61.05,4.32,4.75,3.47,2.06,17.11,5,Hearing,Accountant
STU14021,88.7,75.56,6.62,6,1,2,3,12,2.74,86.07,19.95,2,0,4.92,25,Male,Urban,0,3,Tester,2,4.2,0,Yes,EEE,Declining,0,7,95.68,3.92,4.08,3.74,4.23,25.93,5,Mobility,Doctor
STU14022,57.13,81.3,5.93,3,9,14,6,7,1.13,41.71,17.51,1,0,3.16,23,Other,Urban,1,10,Data Scientist,3,12.36,1,Yes,MECH,Consistent,2,6,74.29,3.01,2.06,2.07,2.53,87.55,2,Visual,Lawyer
STU14023,67.49,84.58,5.5,6,8,14,3,8,3.97,54.67,10.91,1,5,1.83,20,Other,Urban,1,6,Developer,3,7.59,0,No,MECH,Consistent,1,6,52.7,3.94,3.63,4.91,4.26,82,5,Visual,Government Employee
STU14024,61.94,93.17,6.87,5,6,4,2,20,4.48,91.23,3.55,2,1,3.35,25,Other,Rural,0,2,Analyst,1,14.23,1,No,CIVIL,Consistent,3,9,98.82,1.02,4.44,3.15,3.59,74.66,4,Hearing,Army Personnel
STU14025,63.76,74.42,7.92,5,3,24,6,10,1.61,1.9,39.6,3,5,4.42,20,Female,Urban,1,2,Developer,0,13.37,0,No,CIVIL,Improving,0,8,75.81,3.03,3.38,3.83,4.21,37.87,4,Mobility,Shopkeeper
STU14026,92.76,81.71,8.3,5,10,3,1,8,2.86,0.77,8.28,2,3,3.7,22,Female,Urban,1,9,Tester,4,13.51,0,No,MECH,Consistent,3,3,18.36,1.36,1.02,2,3.66,74.3,5,Hearing,Police Officer
STU14027,71.68,76.63,7.12,8,0,16,6,9,3.93,63.18,94.58,5,2,4.53,18,Female,Urban,1,5,Developer,4,7.05,0,No,CSE,Declining,5,10,91.49,2.83,1.66,1.71,2.47,20.76,4,Mobility,Driver
STU14028,93.26,86.18,7.9,7,7,6,2,3,2.64,31.64,61.9,5,0,3.64,18,Other,Rural,0,5,Data Scientist,3,12.1,1,Yes,IT,Consistent,1,6,26.56,2.23,4.14,4.8,2.94,0.61,5,None,Businessman
STU14029,52.82,96.14,7.8,2,5,18,2,17,3.67,17.34,31.62,3,4,2.43,25,Male,Urban,0,10,Tester,0,12.02,1,No,MECH,Improving,2,9,83.58,1.8,2.92,3.86,2.3,39.88,5,None,Lawyer
STU14030,64.31,60.9,8.69,3,0,15,3,4,4.33,22.73,32.86,1,2,3.99,20,Female,Rural,0,0,Developer,5,13.88,1,Yes,CIVIL,Consistent,3,1,51.14,2.29,2.37,2.52,1.47,5.15,4,Visual,Engineer
STU14031,53.56,53.91,6.92,3,4,12,1,4,1.42,37.22,75.78,2,5,1.34,20,Male,Rural,1,8,Data Scientist,4,9.22,0,No,IT,Declining,3,8,38.85,2.6,1.7,3.73,4.69,74.67,3,None,Doctor
STU14032,79.25,91.86,6.74,1,10,9,10,4,2.66,10.8,42.58,4,2,1.66,24,Female,Urban,0,3,Data Scientist,4,14.84,1,No,MECH,Declining,3,5,14.95,3.87,2.98,1.12,2.09,69.89,3,None,Farmer
STU14033,57.11,84.08,6.15,4,0,11,9,11,3.54,66.3,68.2,0,0,3.08,22,Female,Rural,1,5,Developer,0,7.49,1,Yes,CSE,Improving,0,7,96.81,1.36,3.99,2.22,4.63,19.79,1,Visual,Army Personnel
STU14034,88.6,95.27,5.78,7,1,3,6,13,3.39,95.18,77.97,3,3,4.9,22,Male,Urban,1,4,Tester,5,13.02,0,Yes,EEE,Improving,0,3,98.47,3.67,1.3,1.66,1.02,95.2,1,None,Teacher
STU14035,86.67,66.8,8.54,1,1,15,6,8,3.18,4.3,80.95,4,1,4.89,24,Female,Rural,1,4,Developer,5,5.74,1,No,CIVIL,Improving,0,3,63.55,1.5,1.75,4.91,4.73,79.98,4,None,Lawyer
STU14036,77.25,65.15,9.69,2,7,23,10,9,1.17,52.38,65.94,1,3,1.78,20,Other,Urban,1,4,Analyst,1,9.05,0,Yes,MECH,Improving,0,6,81.07,3.66,1.4,3.51,4.01,6.57,1,None,Doctor
STU14037,70.76,53.12,6.94,9,2,8,4,16,4.9,60.26,66.62,3,1,2.19,19,Male,Urban,0,4,Tester,5,7.62,0,Yes,CIVIL,Consistent,4,3,38.59,3.14,4.46,2.42,3.2,11.7,1,Visual,Lawyer
STU14038,60.96,81.9,6.3,9,10,22,7,8,1.5,50.99,96.31,1,4,3.04,25,Female,Rural,0,1,Developer,5,10.68,1,No,IT,Consistent,2,3,50.93,3.24,1.89,2.48,4.33,73.9,4,Hearing,Lawyer
STU14039,78.23,62.5,7.84,2,4,3,5,19,2.35,20.93,66.17,0,1,1.57,25,Female,Urban,1,2,Data Scientist,5,11.93,1,Yes,CIVIL,Consistent,0,5,14.45,2.72,3.72,4.37,4.73,26.67,3,Hearing,Doctor
STU14040,82.31,58.6,8.13,10,6,15,8,17,3.1,37.72,9.85,5,0,2.96,24,Female,Rural,1,8,Data Scientist,3,12.05,0,Yes,CIVIL,Consistent,3,9,49.61,2.47,1.85,2.85,3.62,67.27,4,Visual,Driver
STU14041,84.42,76,6,4,0,16,8,17,1.42,42.53,32.61,2,3,1.34,22,Male,Urban,0,3,Developer,5,9.15,0,Yes,MECH,Improving,0,5,84.9,4.39,2.31,3.9,4.39,94.59,1,None,Mechanic
STU14042,68.71,71.63,5.05,3,6,16,9,12,3.32,90.14,32.25,2,5,1.61,25,Male,Urban,0,4,Data Scientist,0,5.92,1,No,IT,Improving,5,10,88.45,1.74,1.61,4.8,4.57,28.23,4,None,Shopkeeper
STU14043,72.37,82.59,8.15,10,10,10,1,1,4.53,64.24,85.27,1,3,4.66,21,Female,Urban,1,0,Tester,0,7.39,1,Yes,ECE,Improving,2,4,31.15,3.12,3.08,1.4,3.1,89.42,5,Mobility,Mechanic
STU14044,78.43,51.06,9.28,5,7,4,1,14,3.75,74.02,29.54,2,5,4.24,18,Other,Rural,0,8,Analyst,1,5.9,0,Yes,IT,Improving,3,5,24.04,3.74,1.85,4.09,2.18,86.33,2,None,Engineer
STU14045,53.19,65.61,6.85,9,0,14,9,13,4.54,50.12,20.43,5,3,1.38,25,Other,Rural,1,0,Analyst,4,9.48,1,Yes,IT,Improving,0,6,2.18,3.01,2.18,4.11,2.2,0.62,5,None,Government Employee
STU14046,55.46,86.66,5.79,8,0,22,7,15,3.04,19.73,25.41,3,0,1.93,24,Male,Rural,0,10,Data Scientist,0,5.04,0,No,IT,Consistent,3,3,0.77,2.22,1.72,2.31,1.8,2.09,3,Visual,Mechanic
STU14047,85.7,96.52,6.45,9,6,20,1,8,1.18,25.17,89.17,3,3,2.48,23,Female,Rural,0,10,Data Scientist,4,11.46,0,No,ECE,Consistent,0,10,39.59,1.34,3.76,2.2,1.72,65.69,5,Visual,Lawyer
STU14048,51.6,64.79,6.26,2,10,10,9,1,4.39,11.53,16.25,0,1,4.48,25,Female,Rural,1,9,Data Scientist,3,8.97,0,No,EEE,Improving,5,8,76.02,3.12,4.2,3.1,4.89,11.95,3,Hearing,Driver
STU14049,64.44,72.97,5.94,10,9,7,1,17,4.86,36.47,32.98,4,3,3.18,21,Male,Rural,1,0,Tester,2,3.13,0,No,EEE,Consistent,5,7,86.36,3.26,1.85,3.61,1.56,66.3,5,Hearing,Businessman
STU14050,86.48,62.56,8.13,4,1,10,6,19,3.48,79.11,38.74,4,1,4.2,24,Other,Rural,0,9,Analyst,2,14.34,0,Yes,ECE,Improving,2,4,89.94,4.79,3.8,2.1,3.26,16.24,2,Visual,Farmer
STU14051,70.55,55.74,7.02,7,9,0,1,19,2.59,42.41,7.35,1,3,1.87,22,Female,Rural,0,6,Analyst,2,10.65,1,Yes,CIVIL,Consistent,2,6,72.19,1.58,4.55,3.86,1.84,27.43,4,Visual,Teacher
STU14052,67.03,68.5,6.77,3,8,24,5,20,1.18,16.39,38.32,2,0,2.05,24,Other,Rural,1,0,Data Scientist,0,13.9,1,Yes,CSE,Declining,5,2,33.54,2.56,3.55,2.35,3.34,64.07,4,Mobility,Shopkeeper
STU14053,77.42,72.62,5.4,5,3,18,7,4,4.49,77.26,71.34,3,3,2.07,23,Female,Rural,0,3,Tester,4,7.36,0,No,IT,Improving,2,7,49.8,2.23,2.81,4.28,2.75,58.94,5,Mobility,Clerk
STU14054,52.3,63.17,8.84,2,7,18,8,8,3.6,94.87,81.24,3,5,1.76,19,Male,Urban,0,3,Data Scientist,4,11.47,0,No,CSE,Improving,0,8,40.29,1.97,2.47,4.88,1.42,57.57,2,None,Clerk
STU14055,61.82,74,9.06,4,7,9,7,7,2.05,69.9,17.58,5,4,1.91,24,Female,Urban,0,8,Analyst,2,8.35,1,Yes,IT,Consistent,3,4,16.33,4.81,3.48,2.31,4.82,63,3,Hearing,Shopkeeper
STU14056,66.59,82.68,7.38,9,3,18,1,2,2.79,21.49,82.06,3,1,2.1,18,Female,Urban,0,8,Analyst,4,12.81,1,Yes,ECE,Consistent,3,8,51.52,2.42,3.37,2.51,3.91,55.49,2,Visual,Police Officer
STU14057,61.09,66.07,9.5,8,4,4,7,13,3.08,76.15,97.2,3,1,4.19,25,Male,Urban,0,1,Data Scientist,5,3.81,0,Yes,CSE,Consistent,5,5,68.73,1.78,1.52,4.08,3.39,70.68,5,Hearing,Clerk
STU14058,79.66,85.87,8.41,10,6,14,3,15,1.05,87.45,59.58,0,5,2.79,20,Female,Rural,0,4,Tester,2,12.18,0,Yes,IT,Improving,1,6,5.61,3.82,4.66,4.95,1.67,31.39,1,Hearing,Shopkeeper
STU14059,52.68,60.65,7.84,10,1,19,9,16,2.71,45.66,87.32,3,1,3.5,22,Male,Rural,0,2,Tester,1,13.11,1,No,CIVIL,Consistent,5,3,72.27,4.78,2.61,3.49,1.04,77.04,3,Hearing,Police Officer
STU14060,78.4,78.82,9.28,8,5,5,2,4,2.42,36.02,39.77,1,3,3.67,19,Female,Rural,0,5,Data Scientist,5,5.92,1,Yes,ECE,Improving,1,9,86.83,4.37,3.36,1.79,1.45,9.84,5,Hearing,Government Employee
STU14061,91.91,84.16,5.14,6,7,8,4,3,3.96,25.45,9.7,4,1,3.3,23,Male,Rural,0,0,Tester,5,13.96,1,No,CIVIL,Declining,0,4,17.22,4.63,4.73,3.34,4.75,4.24,3,None,Mechanic
STU14062,81.25,59.48,9.96,8,3,20,3,13,4.54,42.85,76.74,1,5,3.74,19,Female,Urban,0,0,Data Scientist,4,8.01,0,No,CIVIL,Improving,4,2,57.83,2.08,1.53,2.23,3.49,4.95,4,None,Teacher
STU14063,98.72,94.23,7.99,7,3,16,3,12,2.04,1.58,73.46,3,2,2.8,23,Male,Urban,0,2,Data Scientist,5,13.82,1,Yes,CIVIL,Consistent,5,7,15.4,2.04,3.13,3.19,1.37,42.96,4,Visual,Accountant
STU14064,85.22,86.96,7.71,1,10,8,5,19,4.01,82.67,5.36,4,5,2.65,20,Female,Rural,1,9,Analyst,0,13.61,0,Yes,CIVIL,Improving,1,2,17.44,1.32,4.48,1.79,2.23,64.2,1,Mobility,Doctor
STU14065,79.42,51.58,7.76,7,1,14,5,11,1.76,90.22,7.94,5,2,1.49,18,Other,Urban,1,2,Tester,4,3.87,1,Yes,CIVIL,Declining,0,10,88.21,1.81,4.11,4.62,2.08,12.48,2,Mobility,Army Personnel
STU14066,66.48,80.56,6.04,2,8,24,2,11,4.26,94.71,74.21,0,3,3.71,20,Other,Rural,0,8,Analyst,2,3.74,1,No,MECH,Improving,2,9,80.28,3.91,4.68,1.32,3.89,99.28,3,None,Engineer
STU14067,59.22,85.68,9.04,8,6,22,6,11,1.4,47.76,93.72,5,4,3.54,23,Other,Urban,1,1,Developer,2,7.37,1,No,CIVIL,Improving,1,1,95.35,2.54,4.14,3.48,3.71,21.57,2,Mobility,Clerk
STU14068,89.65,88.13,6.41,1,4,14,2,18,4.67,74.78,58.52,3,4,4.36,21,Male,Urban,0,7,Data Scientist,5,7.13,1,No,CIVIL,Improving,0,10,73.12,4.89,2.13,2.63,4.65,45.04,5,Visual,Police Officer
STU14069,56.37,87.49,9.33,5,9,19,9,10,4.87,51.05,24.34,0,4,1.95,19,Male,Urban,1,10,Tester,3,14.51,1,No,EEE,Declining,3,2,83.87,2.98,2.71,4.4,1.05,35.27,1,Hearing,Government Employee
STU14070,87.71,72.26,5.71,5,9,4,4,5,2.44,86.54,75.17,0,1,2.28,18,Female,Rural,1,5,Analyst,2,9.2,1,No,MECH,Improving,5,9,48.32,1.34,1.35,4.67,3.25,30.13,1,Visual,Government Employee
STU14071,94.64,73.71,6.09,8,8,3,4,10,1.02,60.4,0.48,5,1,4.04,22,Female,Rural,0,6,Developer,3,4.07,0,Yes,CSE,Improving,3,3,93.99,4.01,4.91,3.5,1.48,66.29,3,Visual,Government Employee
STU14072,94.81,84.93,8.88,4,10,7,7,11,4.04,68.69,35.58,2,2,1.52,22,Male,Urban,1,2,Analyst,5,13.05,1,Yes,CIVIL,Improving,4,2,96.74,3.64,2.68,2.61,3.52,28.75,3,Mobility,Driver
STU14073,82.2,68.94,7.78,0,8,4,4,14,2.72,41.19,30.49,4,3,4.85,21,Female,Rural,0,6,Developer,2,5.61,1,Yes,IT,Improving,5,3,1.52,2.86,1.98,3.31,2.87,89.58,4,None,Shopkeeper
STU14074,64.89,79.21,9.15,4,1,24,9,17,1.64,34.16,50.93,1,1,1.4,21,Male,Rural,1,3,Developer,0,4.37,0,Yes,MECH,Consistent,3,3,57.03,3.02,4.61,4.88,2.22,62,2,None,Doctor
STU14075,89.4,72.99,9.59,5,0,20,6,3,2.43,2.63,46.47,0,1,1.14,25,Male,Rural,1,6,Analyst,4,12.58,1,Yes,IT,Improving,4,3,32.91,3.62,3.16,2.85,4.93,37.45,5,Hearing,Technician
STU14076,80.13,59.07,5.58,5,9,9,6,3,3.82,15.57,18.69,5,2,1.24,21,Female,Urban,0,6,Data Scientist,0,8.89,1,No,MECH,Declining,3,4,14.2,1.81,4.33,3.77,4.9,35.47,2,Visual,Army Personnel
STU14077,69.56,85.6,9.57,3,1,7,7,16,4.08,98.73,23.22,4,0,1.54,18,Male,Rural,0,1,Data Scientist,1,6.06,0,No,EEE,Consistent,4,1,76.05,1.54,2.19,1.62,2.37,55.93,3,Mobility,Teacher
STU14078,71.24,97.69,7.47,9,10,17,10,16,2.2,88.6,93,5,2,1.91,19,Male,Rural,0,4,Data Scientist,5,9.04,0,Yes,EEE,Improving,2,8,10.57,1.83,4.88,1.26,1.22,44.16,1,Mobility,Doctor
STU14079,64.92,78.4,9.63,10,0,15,5,6,3.93,45.25,95,5,1,4.79,25,Female,Urban,1,5,Developer,3,4.44,1,Yes,EEE,Consistent,3,7,37.25,1.9,3.91,3.3,1.68,3.3,4,Visual,Businessman
STU14080,56.98,80.96,6.4,5,1,22,4,2,1.5,83.46,42.58,3,5,3.24,18,Other,Urban,0,9,Analyst,5,8.06,0,No,IT,Consistent,3,6,86.79,1.86,4.21,1.11,3.87,65,2,Visual,Businessman
STU14081,91.76,66.98,9.1,1,6,16,2,20,3.5,57.12,68.04,2,3,1.82,21,Male,Rural,1,0,Tester,1,14.35,1,Yes,ECE,Improving,3,6,1.09,4.67,1.08,3.65,3.42,36.42,2,Visual,Police Officer
STU14082,53.53,93.98,9.34,1,2,14,10,5,1.19,74.31,74.74,1,1,3.71,20,Other,Urban,0,10,Data Scientist,3,11.03,1,No,EEE,Consistent,0,5,42.1,2.58,1.13,2.57,1.58,72.47,2,Mobility,Clerk
STU14083,57.58,71.4,6.75,6,2,22,2,7,4.67,29.3,44.67,3,3,2.14,23,Female,Rural,1,7,Data Scientist,2,8.87,0,No,CIVIL,Improving,5,6,73.09,3.48,4.81,4.73,4.64,32.54,2,Visual,Accountant
STU14084,85.5,50.48,9.45,6,6,21,4,4,1.23,58.39,46.41,1,0,1.35,22,Other,Rural,0,4,Analyst,3,12.37,0,Yes,CIVIL,Consistent,4,9,8.66,2.58,4.42,2.62,4.87,17.83,4,Mobility,Teacher
STU14085,75.49,80.31,7.53,7,5,15,6,5,1.54,66.51,55.43,1,1,3.93,18,Male,Rural,1,5,Analyst,1,13.34,1,No,IT,Declining,5,7,24.24,1.31,3.72,4.55,3.49,52.64,4,Hearing,Mechanic
STU14086,52.44,85.68,9.15,5,2,16,5,6,2.49,48.37,99.44,3,4,3.34,20,Male,Urban,1,10,Analyst,2,4.81,0,Yes,CIVIL,Improving,2,7,39.79,4.05,3.3,3.39,1.24,54.32,4,Hearing,Engineer
STU14087,66.97,85.02,6.46,10,3,10,7,6,3.48,32.7,21.82,4,3,3.35,24,Female,Urban,1,5,Tester,1,7.91,1,No,ECE,Declining,5,8,86.53,4.69,1.58,1.59,1.37,50.2,1,Visual,Lawyer
STU14088,54.61,95.98,7.89,4,8,1,3,6,3.23,48.34,23.71,2,5,2.21,24,Male,Rural,1,4,Developer,4,9.95,0,Yes,IT,Declining,0,7,94.34,4.95,3.19,1.18,2.62,90.75,2,Hearing,Mechanic
STU14089,84.8,80.6,8.32,7,4,7,3,13,4.36,93.74,45.02,4,1,4.14,20,Other,Urban,0,4,Analyst,0,10.44,1,Yes,EEE,Improving,3,1,10.05,1.59,2.28,4.1,4.18,63.05,2,Mobility,Clerk
STU14090,57.26,99.08,7.72,1,7,4,10,19,3.47,95.19,69.77,1,0,4.42,18,Other,Rural,1,10,Tester,1,10.47,1,Yes,EEE,Consistent,2,5,17.72,4.02,4.19,2.46,1.14,57.95,5,Mobility,Mechanic
STU14091,57.1,91.86,9.87,3,7,18,4,9,1.87,42.38,23.77,2,5,3.06,19,Male,Rural,0,6,Tester,1,8.52,0,Yes,IT,Consistent,4,1,15.8,3.47,4.56,4.5,4.74,4.74,2,Mobility,Farmer
STU14092,68.57,99.36,8.07,8,3,6,7,7,5,0.49,54.12,1,0,4.67,24,Female,Rural,1,10,Analyst,5,14.59,1,Yes,MECH,Improving,5,10,51.3,3.84,3.62,2.71,1.8,30.36,4,None,Government Employee
STU14093,71.42,73.82,9.98,7,10,3,7,9,3.4,80.25,11.25,1,5,2.14,18,Other,Urban,1,6,Developer,2,10.7,1,No,ECE,Declining,4,8,35.52,4.83,1.87,3.8,4.74,80.35,4,Mobility,Farmer
STU14094,64.78,96.5,5.66,10,9,16,1,10,4.25,69.06,0.55,4,4,4.58,18,Female,Urban,0,6,Developer,0,4.78,1,No,EEE,Consistent,0,2,46.25,2.71,4.01,3.36,3.04,43.09,2,Mobility,Accountant
STU14095,92.86,62.73,5.83,5,6,14,9,15,2.62,49.92,23.2,3,0,2.63,24,Male,Urban,1,4,Developer,3,7.34,0,Yes,EEE,Improving,5,7,2.87,3.9,1.55,4.72,1.25,73.38,5,None,Army Personnel
STU14096,67.47,57.55,9.96,2,1,5,1,6,4.02,15.69,41.1,2,2,4.1,23,Other,Urban,1,9,Data Scientist,5,12.54,1,No,IT,Consistent,0,5,15.89,3.87,3.57,2.74,1.31,80.46,5,None,Clerk
STU14097,86.5,95.56,6.05,9,6,22,6,12,1.16,60.15,37.69,2,0,4.93,23,Female,Urban,0,0,Developer,4,8.81,0,Yes,IT,Consistent,4,9,77.22,1.28,1.34,4.82,1.53,66.13,2,Visual,Mechanic
STU14098,83.36,78.78,6.07,0,6,4,5,2,1.41,13.06,52.24,3,3,1.95,19,Female,Urban,1,7,Analyst,0,10.59,0,Yes,ECE,Consistent,3,5,52.19,2.11,3.46,1.58,4.8,7.74,4,Visual,Accountant
STU14099,69.81,83.64,5.93,9,9,2,10,16,4.65,11.34,29.53,3,2,2.66,19,Female,Rural,1,5,Data Scientist,5,14.21,1,Yes,IT,Consistent,2,8,52.52,1.42,4.32,3.71,1.3,48.14,4,Visual,Engineer
STU14100,88.02,51.68,6.94,9,8,6,9,12,3.19,71.06,7.91,4,2,4.11,21,Other,Urban,0,9,Analyst,0,11.63,0,No,MECH,Declining,0,3,51.88,4.79,1.92,4.51,3.01,90.76,3,Visual,Technician
STU14101,50.91,62.11,5.99,0,3,10,4,14,4.12,5.09,59.4,2,4,1.03,25,Male,Rural,0,2,Analyst,3,3.89,0,Yes,IT,Declining,3,10,35.66,3.93,2.33,3.25,2.47,24.25,2,None,Clerk
STU14102,83.3,52.02,8.3,2,10,21,2,5,2.62,96.07,28.76,4,4,1.07,22,Other,Rural,1,9,Tester,3,12.83,1,No,CIVIL,Consistent,4,6,17.84,2.35,3.02,3.37,4.8,85.66,1,Visual,Government Employee
STU14103,99.7,99.13,9.86,9,3,21,7,10,2.1,97.2,41.78,2,5,3.47,22,Female,Urban,1,3,Analyst,4,11.72,1,No,CSE,Consistent,0,7,20.88,2.87,1.59,2.25,4.97,60.78,2,None,Government Employee
STU14104,84.61,56.36,9.37,1,6,15,9,15,2.46,26.12,4.49,2,5,3.13,19,Male,Rural,1,3,Data Scientist,3,9.61,0,Yes,EEE,Consistent,5,3,76.12,4.5,1.49,4.12,1.87,34.11,5,None,Accountant
STU14105,84.87,57.43,5.25,10,8,0,3,11,4.98,51.94,78.03,4,2,2.77,22,Male,Urban,1,8,Analyst,2,5.64,0,Yes,CIVIL,Declining,4,7,71.93,2.18,1.43,2.93,1.66,69.33,4,Visual,Clerk
STU14106,52.1,98.37,9.66,8,10,9,1,1,2.1,2.35,59.36,1,3,2.31,20,Female,Rural,0,1,Data Scientist,5,8.28,1,No,EEE,Consistent,1,6,94.76,3.59,4.86,2.64,4.05,41.76,1,Hearing,Farmer
STU14107,74.47,65.29,8.51,5,8,9,6,8,4.54,89.72,43.23,0,1,2.36,20,Other,Urban,0,1,Data Scientist,2,5.99,0,No,MECH,Declining,2,7,91.41,3.74,1.06,4.12,1.38,49.24,1,Hearing,Farmer
STU14108,67.37,93.77,8.49,1,3,6,7,13,1.54,44.35,47.13,2,1,1.89,18,Female,Rural,0,7,Analyst,0,12.06,1,No,CIVIL,Consistent,1,8,3.69,3.46,1.52,4.57,2.08,42.46,1,None,Government Employee
STU14109,64.7,71.74,9.55,7,7,24,5,6,4.79,81.25,2.53,1,0,2.58,21,Female,Urban,0,8,Analyst,1,14.33,1,Yes,CSE,Consistent,5,9,86.41,2.18,1.12,1.3,3.58,26.65,1,Hearing,Teacher
STU14110,50.49,78.82,6.49,9,1,7,8,17,4.03,43.36,78.62,1,0,3.74,18,Other,Urban,1,9,Data Scientist,0,11.29,1,Yes,EEE,Consistent,4,4,97.79,1.21,4.65,4.18,3.46,14.73,2,None,Technician
STU14111,96,77.66,7.83,1,6,24,9,9,2.07,29.43,20.29,3,5,1.31,20,Male,Rural,1,0,Developer,3,7.37,1,No,MECH,Improving,3,10,10.37,4.51,1.98,1.6,1.07,7.65,4,Visual,Police Officer
STU14112,84.17,60.05,5.88,1,7,9,10,15,3.4,91.06,57.5,3,4,4.66,21,Female,Urban,0,4,Data Scientist,0,7.35,1,No,MECH,Consistent,0,8,27.51,1.18,1.1,1.77,1.65,25.88,3,Mobility,Doctor
STU14113,71.97,82.52,10,8,1,8,5,13,1.04,51.48,26.59,4,3,2.01,25,Female,Rural,1,10,Data Scientist,2,6.7,0,Yes,IT,Declining,0,9,40.84,3.55,2.23,2.19,4.37,13.28,5,Visual,Technician
STU14114,78.4,78.91,8.84,8,6,3,8,12,3.49,94.1,45.09,5,4,3.58,21,Female,Rural,1,1,Data Scientist,2,6.34,0,Yes,CIVIL,Consistent,4,1,90.52,1.12,2.38,4.98,2.94,83.73,3,Mobility,Teacher
STU14115,50.72,52.48,6.53,9,2,1,10,11,2.7,11.45,21.66,0,3,2.8,19,Other,Rural,1,2,Analyst,5,9.93,1,No,EEE,Declining,5,9,9.38,2.73,4.46,4.3,4.11,15.93,2,Mobility,Accountant
STU14116,85.7,81.74,9.82,2,0,6,1,11,1.72,62.99,42.31,5,1,2.8,20,Female,Rural,0,6,Tester,5,12.56,0,No,IT,Declining,0,9,24.9,4.9,1.49,4.18,3.12,59.56,3,None,Lawyer
STU14117,56.9,77.06,5.54,8,9,15,1,18,3.81,17.63,3,3,5,1.56,22,Other,Rural,0,9,Developer,5,8.06,0,Yes,CSE,Improving,3,2,86.4,4.61,3.87,4.39,1.81,61.11,1,Mobility,Army Personnel
STU14118,78.79,79.15,5.95,6,6,20,2,8,4.29,30.79,25.51,5,1,3.33,24,Male,Rural,0,1,Analyst,0,12.19,0,Yes,ECE,Declining,0,5,73.77,1.61,3.48,4.14,4.36,94.64,4,None,Businessman
STU14119,75.63,55.78,6.24,0,1,2,1,17,4.35,24.75,4.78,5,3,2.32,25,Other,Rural,1,10,Tester,3,7.61,1,Yes,CSE,Declining,0,1,81.1,1.19,1.18,4.88,1.3,40.05,3,Hearing,Government Employee
STU14120,68.11,87.17,7.66,1,3,21,8,5,3.97,20.74,12.54,5,3,3.99,24,Female,Urban,0,2,Developer,5,10.47,1,Yes,IT,Declining,4,9,42.56,4.27,3.99,2.59,4.32,96.03,3,Visual,Mechanic
STU14121,61.67,91.2,6.52,2,2,12,6,1,1.02,12.32,98.42,1,3,4.43,18,Male,Rural,1,6,Developer,4,12.75,1,Yes,EEE,Improving,5,3,60.06,2.15,3.02,2.96,4.28,34.64,1,Hearing,Police Officer
STU14122,75.58,93.99,7.04,2,5,16,8,16,1.37,1.43,59.69,5,1,2.56,20,Other,Urban,1,7,Data Scientist,0,5.24,0,Yes,EEE,Improving,5,1,31.36,2.67,2.72,1.94,1.01,92.26,5,Hearing,Technician
STU14123,60.75,51.95,9.02,0,3,7,3,15,2.23,97.07,54.82,4,2,2.43,24,Other,Urban,1,4,Analyst,2,5.4,1,Yes,EEE,Declining,1,2,95.38,1.64,2.96,2.42,2.07,19.45,3,Hearing,Lawyer
STU14124,50.18,63.28,9.2,9,7,18,10,18,2.64,41.46,22.07,4,2,2.3,25,Other,Rural,0,0,Data Scientist,5,12.34,0,Yes,CSE,Declining,4,10,14.35,1.97,3.24,2.12,3.07,77.06,5,None,Driver
STU14125,56.14,84.28,8.97,9,10,19,5,10,4.71,88.33,21.89,0,0,3.71,23,Other,Urban,0,6,Developer,1,11.73,0,Yes,CSE,Improving,5,1,92.62,4.12,4.82,2.3,4.74,5.49,3,Hearing,Doctor
STU14126,60.64,98.34,9.56,8,9,24,6,12,4.38,79.21,16.6,5,2,1.44,18,Male,Urban,0,5,Tester,5,12.82,1,No,CSE,Improving,0,4,20.85,2.66,3.04,4.31,3.77,79.56,1,Hearing,Clerk
